run_name,agent,model,backend,task,trial,reward,passed,weighted_gen_tok_s,model_baseline,valid,reason
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,log-summary,log-summary__oKESFt3,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,schedule-vacation,schedule-vacation__kAenvnU,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,protein-sequence,protein-sequence__AJxRzz9,,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,build-pmars,build-pmars__x9LwEcC,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,ekf-localization,ekf-localization__RnxsUNN,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,cryptographic-protocol-verifier,cryptographic-protocol-verifier__qJihfRz,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,build-pov-ray,build-pov-ray__ErXFsDE,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,systemd-log-monitoring,systemd-log-monitoring__xhj2DZf,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,supply-chain-fulfillment,supply-chain-fulfillment__orSLEiA,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,hydra-debug-slurm-mode,hydra-debug-slurm-mode__AMDEVxG,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,vimscript-vim-quine,vimscript-vim-quine__dsL8h6F,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,mlflow-register,mlflow-register__5FDBMAX,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,git-leak-recovery,git-leak-recovery__JjNUpVA,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,playing-card-recognition,playing-card-recognition__yfyNVnt,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,headless-terminal,headless-terminal__HRU58HG,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,pandas-etl,pandas-etl__BDmE7jY,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,fix-git,fix-git__Wowpri3,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,prove-plus-comm,prove-plus-comm__rXZzKTC,0.0,0,,53.7,0,agent_integration_failure
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,local,broken-python,broken-python__xKY52ZE,0.0,0,,53.7,0,agent_integration_failure
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,legal-summary-extraction,legal-summary-extraction__E8pVuAJ,0.0,0,48.73,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,jsonl-aggregator,jsonl-aggregator__mgQboBJ,1.0,1,74.77,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,polyglot-c-py,polyglot-c-py__uYfdeVD,0.0,0,60.26,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,pypi-server,pypi-server__uXNT7ji,0.0,0,69.71,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,jq-data-processing,jq-data-processing__uWet3Kb,0.0,0,67.29,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,code-from-image,code-from-image__6nhKaxd,0.0,0,65.18,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,cobol-modernization,cobol-modernization__cMsUYnR,1.0,1,49.56,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,kv-store-grpc,kv-store-grpc__oY7KmhN,0.0,0,72.63,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,image-tile-identification,image-tile-identification__B76Fz6Y,0.0,0,75.0,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,amuse-install,amuse-install__yegJhCo,0.0,0,59.16,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,schemelike-metacircular-eval,schemelike-metacircular-eval__r94GNeE,0.0,0,65.76,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,build-merkle-tree-cli-sha512,build-merkle-tree-cli-sha512__EhFgCuP,1.0,1,66.95,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,raft-log-repair-concurrent-access,raft-log-repair-concurrent-acces__3K4YvH4,,0,51.06,56.29,0,ungraded
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,smiles-data-lab,smiles-data-lab__xk2975d,,0,,56.29,0,ungraded
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,california-housing-api,california-housing-api__S5yKcFk,0.0,0,52.57,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,convolutional-layers,convolutional-layers__xxve2fx,0.0,0,58.06,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,cosign-keyless-signing,cosign-keyless-signing__rPdVS7R,0.0,0,55.33,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,log-summary,log-summary__MDaCuE4,1.0,1,77.66,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,schedule-vacation,schedule-vacation__otri2SC,0.0,0,56.29,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,protein-sequence,protein-sequence__np3NhAX,,0,,56.29,0,ungraded
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,build-pmars,build-pmars__5dJBJpt,0.0,0,58.29,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,ekf-localization,ekf-localization__ycGkyZS,0.0,0,68.97,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,cryptographic-protocol-verifier,cryptographic-protocol-verifier__zB9xg4n,1.0,1,51.71,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,build-pov-ray,build-pov-ray__PpEZzCu,0.0,0,61.05,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,systemd-log-monitoring,systemd-log-monitoring__p4YYpuJ,0.0,0,65.46,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,supply-chain-fulfillment,supply-chain-fulfillment__7S2uaf3,,0,49.38,56.29,0,ungraded
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,hydra-debug-slurm-mode,hydra-debug-slurm-mode__tCSB8GE,,0,51.32,56.29,0,ungraded
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,vimscript-vim-quine,vimscript-vim-quine__qWTFx6k,0.0,0,72.13,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,mlflow-register,mlflow-register__jx59cKV,0.0,0,66.03,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,git-leak-recovery,git-leak-recovery__cx865aM,1.0,1,75.28,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,playing-card-recognition,playing-card-recognition__V9P9boh,0.0,0,76.38,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,headless-terminal,headless-terminal__L8pE4jS,0.0,0,73.73,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,pandas-etl,pandas-etl__Y7yEyJy,1.0,1,73.85,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,fix-git,fix-git__YRddqXg,0.0,0,69.98,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,prove-plus-comm,prove-plus-comm__4D6qtXc,1.0,1,78.09,56.29,1,valid
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,local,broken-python,broken-python__vkxRRuS,1.0,1,74.49,56.29,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,legal-summary-extraction,legal-summary-extraction__VTgFRWF,,0,40.96,45.78,0,ungraded
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,jsonl-aggregator,jsonl-aggregator__5euoiB7,1.0,1,60.15,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,pypi-server,pypi-server__WyjT6MD,1.0,1,57.39,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,jq-data-processing,jq-data-processing__DsAzxkL,0.0,0,48.95,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,cobol-modernization,cobol-modernization__mfdQFvi,0.0,0,49.64,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,image-tile-identification,image-tile-identification__zqsLhvb,0.0,0,44.47,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,amuse-install,amuse-install__fzYENdg,1.0,1,51.27,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,smiles-data-lab,smiles-data-lab__JCzgjzi,,0,,45.78,0,ungraded
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,log-summary,log-summary__AbsZJkA,1.0,1,61.31,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,schedule-vacation,schedule-vacation__fXCdYXL,0.0,0,44.33,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,protein-sequence,protein-sequence__BSKruo9,,0,,45.78,0,ungraded
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,build-pmars,build-pmars__LjAPSek,1.0,1,40.11,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,ekf-localization,ekf-localization__f6kk8ty,1.0,1,41.1,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,supply-chain-fulfillment,supply-chain-fulfillment__fRzQeqR,1.0,1,38.3,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,vimscript-vim-quine,vimscript-vim-quine__qQSLRXK,0.0,0,57.82,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,mlflow-register,mlflow-register__UCK2xU6,0.0,0,53.97,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,git-leak-recovery,git-leak-recovery__n3MqpQf,1.0,1,58.19,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,playing-card-recognition,playing-card-recognition__2bUSLVQ,0.0,0,43.89,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,headless-terminal,headless-terminal__Uy4bw8K,0.0,0,47.52,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,pandas-etl,pandas-etl__qYravfr,0.0,0,51.61,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,fix-git,fix-git__uc7qy7B,0.0,0,56.53,45.78,1,valid
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,local,broken-python,broken-python__J6qzdAR,1.0,1,61.09,45.78,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,pypi-server,pypi-server__TQoxxpE,0.0,0,,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,build-pmars,build-pmars__QRRNw5y,0.0,0,,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,kv-store-grpc,kv-store-grpc__hLQYfPs,0.0,0,,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,git-leak-recovery,git-leak-recovery__nz6Tc78,0.0,0,12.39,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,cobol-modernization,cobol-modernization__nMupiST,0.0,0,,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,polyglot-c-py,polyglot-c-py__9NYJS9C,,0,,12.29,0,ungraded
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,code-from-image,code-from-image__nYakgKP,0.0,0,,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,winning-avg-corewars,winning-avg-corewars__iNdtbQV,0.0,0,12.49,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,headless-terminal,headless-terminal__qzRnser,0.0,0,12.25,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,schemelike-metacircular-eval,schemelike-metacircular-eval__XNxneug,0.0,0,12.12,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,build-pov-ray,build-pov-ray__kes94tm,0.0,0,12.26,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,fix-git,fix-git__pGw9deE,0.0,0,,12.29,1,valid
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,local,prove-plus-comm,prove-plus-comm__b73q6Pc,0.0,0,,12.29,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,legal-summary-extraction,legal-summary-extraction__io9GaQX,,0,53.63,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,jsonl-aggregator,jsonl-aggregator__uzw2JKD,1.0,1,57.56,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,pypi-server,pypi-server__Uf53WFR,1.0,1,56.97,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,jq-data-processing,jq-data-processing__UgV3oEU,1.0,1,56.86,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,code-from-image,code-from-image__qRBr6C8,,0,52.66,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,cobol-modernization,cobol-modernization__7VcCGqV,1.0,1,55.3,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,kv-store-grpc,kv-store-grpc__jMckvGn,1.0,1,56.98,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,image-tile-identification,image-tile-identification__sPtxg7L,0.0,0,53.73,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,schemelike-metacircular-eval,schemelike-metacircular-eval__VYoTVTr,,0,52.02,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,build-merkle-tree-cli-sha512,build-merkle-tree-cli-sha512__jFwiJ7D,1.0,1,53.5,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,raft-log-repair-concurrent-access,raft-log-repair-concurrent-acces__8B6inRb,1.0,1,52.78,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,smiles-data-lab,smiles-data-lab__N3hWYm5,,0,,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,california-housing-api,california-housing-api__xEoUtNj,1.0,1,54.3,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,convolutional-layers,convolutional-layers__M2D7vfo,1.0,1,52.97,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,cosign-keyless-signing,cosign-keyless-signing__sCytpw2,1.0,1,54.55,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,log-summary,log-summary__JqKzCXS,1.0,1,57.78,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,schedule-vacation,schedule-vacation__gNt325r,1.0,1,55.6,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,protein-sequence,protein-sequence__KoADAnu,,0,,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,build-pmars,build-pmars__mgWkfHm,1.0,1,53.84,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,ekf-localization,ekf-localization__TRmjffm,0.0,0,55.78,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,cryptographic-protocol-verifier,cryptographic-protocol-verifier__apUSm5j,1.0,1,55.92,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,supply-chain-fulfillment,supply-chain-fulfillment__Z9oyJjs,1.0,1,53.41,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,hydra-debug-slurm-mode,hydra-debug-slurm-mode__QmJa8r9,1.0,1,56.51,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,vimscript-vim-quine,vimscript-vim-quine__5wHuhef,,0,53.66,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,mlflow-register,mlflow-register__yHTzjjE,0.0,0,57.3,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,git-leak-recovery,git-leak-recovery__EeuTaDF,1.0,1,57.18,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,playing-card-recognition,playing-card-recognition__DFYQ6ra,,0,53.0,53.7,0,ungraded
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,headless-terminal,headless-terminal__o2igKZZ,1.0,1,53.01,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,pandas-etl,pandas-etl__KizkrBj,0.0,0,57.08,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,fix-git,fix-git__BtRQ55G,1.0,1,57.36,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,prove-plus-comm,prove-plus-comm__jwhtisR,1.0,1,57.01,53.7,1,valid
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,local,broken-python,broken-python__FZ69bZ4,1.0,1,57.67,53.7,1,valid
test-claude-code-v2,claude-code,claude-sonnet-4-20250514,local,fix-git,fix-git__bBiffTD,0.0,0,,,0,test_run
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,polyglot-c-py,polyglot-c-py__5yjY3ya,0.0,0,12.35,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,headless-terminal,headless-terminal__JYMzbkT,0.0,0,10.79,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,fix-git,fix-git__fEs5KDe,0.0,0,11.52,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,prove-plus-comm,prove-plus-comm__Z3AuKXo,0.0,0,13.65,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,cobol-modernization,cobol-modernization__pgUtJ4g,0.0,0,13.25,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,pypi-server,pypi-server__VAe2TKo,0.0,0,12.09,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,winning-avg-corewars,winning-avg-corewars__TSndotj,0.0,0,14.01,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,build-pmars,build-pmars__5TSxGaZ,0.0,0,12.31,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,code-from-image,code-from-image__rd5Pg3D,0.0,0,10.8,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,kv-store-grpc,kv-store-grpc__bhGUnJt,0.0,0,11.79,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,schemelike-metacircular-eval,schemelike-metacircular-eval__PBbKgXx,0.0,0,12.53,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,git-leak-recovery,git-leak-recovery__WAsGeFJ,0.0,0,14.96,12.29,1,valid
terminus-2-mistral-small-2409,terminus-2,Mistral-Small-Instruct-2409,local,build-pov-ray,build-pov-ray__8LkqSjd,,0,10.86,12.29,0,ungraded
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,legal-summary-extraction,legal-summary-extraction__YgYrAQj,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,jsonl-aggregator,jsonl-aggregator__TUMKSGN,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,polyglot-c-py,polyglot-c-py__Vn7b73j,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,pypi-server,pypi-server__DABPQBw,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,jq-data-processing,jq-data-processing__sKY5R2f,1.0,1,45.65,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,code-from-image,code-from-image__6TRNmYn,0.0,0,48.41,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,cobol-modernization,cobol-modernization__UWsTZNZ,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,kv-store-grpc,kv-store-grpc__CDtMWpn,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,image-tile-identification,image-tile-identification__2K6qd2Y,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,amuse-install,amuse-install__RJXo8jE,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,schemelike-metacircular-eval,schemelike-metacircular-eval__tKNXYsq,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,winning-avg-corewars,winning-avg-corewars__eXdTe27,0.0,0,48.16,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,build-merkle-tree-cli-sha512,build-merkle-tree-cli-sha512__EWeiBmi,0.0,0,,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,raft-log-repair-concurrent-access,raft-log-repair-concurrent-acces__SAcWTNg,1.0,1,47.35,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,smiles-data-lab,smiles-data-lab__qKBEQvp,,0,,48.76,0,ungraded
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,california-housing-api,california-housing-api__mqHzsno,0.0,0,45.4,48.76,1,valid
openhands-gpt-oss-120b-gguf-64gb,openhands,gpt-oss-120b,local,convolutional-layers,convolutional-layers__jV3dgAb,0.0,0,,48.76,1,valid
