run_name,agent,model,task,trial,backend,source,reward,graded,passed,n_calls,sum_completion_tokens,sum_prompt_tokens,max_prompt_tokens,weighted_gen_tok_s,n_truncated
terminus-2-m2.1-fireworks,terminus-2,minimax-m2p1,fix-git,fix-git__cJTCGwu,hosted,terminal-bench,1.0,1,1,11,3603,45907,6982,,0
terminus-2-m2.1-fireworks,terminus-2,minimax-m2p1,code-from-image,code-from-image__p2tUrfJ,hosted,terminal-bench,1.0,1,1,16,8733,122978,14911,,0
terminus-2-m2.1-fireworks,terminus-2,minimax-m2p1,build-pov-ray,build-pov-ray__fhCUgKK,hosted,terminal-bench,0.0,1,0,263,52814,11977527,73164,,0
terminus-2-m2.1-fireworks,terminus-2,minimax-m2p1,cobol-modernization,cobol-modernization__9hJ4PVU,hosted,terminal-bench,1.0,1,1,44,13259,501196,18188,,0
terminus-2-m2.1-fireworks,terminus-2,minimax-m2p1,headless-terminal,headless-terminal__bEps2em,hosted,terminal-bench,1.0,1,1,13,6291,67085,8448,,0
terminus-2-m2.1-fireworks,terminus-2,minimax-m2p1,prove-plus-comm,prove-plus-comm__GK89CqE,hosted,terminal-bench,1.0,1,1,8,2761,16336,3073,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,legal-summary-extraction,legal-summary-extraction__qYJAZQo,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,jsonl-aggregator,jsonl-aggregator__KN5EuaB,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,polyglot-c-py,polyglot-c-py__NxFvxnX,local,terminal-bench,,0,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,pypi-server,pypi-server__zbzcgdR,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,jq-data-processing,jq-data-processing__m3cZkGU,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,code-from-image,code-from-image__oNfBLfJ,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,cobol-modernization,cobol-modernization__8LnLuqi,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,kv-store-grpc,kv-store-grpc__tb2jhHT,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,image-tile-identification,image-tile-identification__cG2iLBV,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,amuse-install,amuse-install__JNBN5y2,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,schemelike-metacircular-eval,schemelike-metacircular-eval__UQPDSvm,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,winning-avg-corewars,winning-avg-corewars__RVpmovd,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,build-merkle-tree-cli-sha512,build-merkle-tree-cli-sha512__DjtASbD,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,raft-log-repair-concurrent-access,raft-log-repair-concurrent-acces__ZgTGr44,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,smiles-data-lab,smiles-data-lab__Ke2kWQ4,local,openthoughts-tblite,,0,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,california-housing-api,california-housing-api__6D4JJ2G,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,convolutional-layers,convolutional-layers__5AzPeZv,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,cosign-keyless-signing,cosign-keyless-signing__VphB3aH,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,log-summary,log-summary__oKESFt3,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,schedule-vacation,schedule-vacation__kAenvnU,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,protein-sequence,protein-sequence__AJxRzz9,local,openthoughts-tblite,,0,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,build-pmars,build-pmars__x9LwEcC,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,ekf-localization,ekf-localization__RnxsUNN,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,cryptographic-protocol-verifier,cryptographic-protocol-verifier__qJihfRz,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,build-pov-ray,build-pov-ray__ErXFsDE,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,systemd-log-monitoring,systemd-log-monitoring__xhj2DZf,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,supply-chain-fulfillment,supply-chain-fulfillment__orSLEiA,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,hydra-debug-slurm-mode,hydra-debug-slurm-mode__AMDEVxG,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,vimscript-vim-quine,vimscript-vim-quine__dsL8h6F,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,mlflow-register,mlflow-register__5FDBMAX,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,git-leak-recovery,git-leak-recovery__JjNUpVA,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,playing-card-recognition,playing-card-recognition__yfyNVnt,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,headless-terminal,headless-terminal__HRU58HG,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,pandas-etl,pandas-etl__BDmE7jY,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,fix-git,fix-git__Wowpri3,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,prove-plus-comm,prove-plus-comm__rXZzKTC,local,terminal-bench,0.0,1,0,0,0,0,0,,0
swe-agent-qwen3.5-35b-a3b-gguf-local,swe-agent,Qwen3.5-35B-A3B,broken-python,broken-python__xKY52ZE,local,openthoughts-tblite,0.0,1,0,0,0,0,0,,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,legal-summary-extraction,legal-summary-extraction__E8pVuAJ,local,openthoughts-tblite,0.0,1,0,38,4464,722681,28799,48.73,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,jsonl-aggregator,jsonl-aggregator__mgQboBJ,local,openthoughts-tblite,1.0,1,1,15,2338,57893,6019,74.77,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,polyglot-c-py,polyglot-c-py__uYfdeVD,local,terminal-bench,0.0,1,0,35,8875,387844,18794,60.26,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,pypi-server,pypi-server__uXNT7ji,local,terminal-bench,0.0,1,0,29,3725,158672,9678,69.71,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,jq-data-processing,jq-data-processing__uWet3Kb,local,openthoughts-tblite,0.0,1,0,19,2987,128408,10529,67.29,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,code-from-image,code-from-image__6nhKaxd,local,terminal-bench,0.0,1,0,22,6230,165229,16095,65.18,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,cobol-modernization,cobol-modernization__cMsUYnR,local,terminal-bench,1.0,1,1,31,8018,268551,16159,49.56,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,kv-store-grpc,kv-store-grpc__oY7KmhN,local,terminal-bench,0.0,1,0,19,3797,110421,8498,72.63,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,image-tile-identification,image-tile-identification__B76Fz6Y,local,openthoughts-tblite,0.0,1,0,12,2426,51845,6434,75.0,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,amuse-install,amuse-install__yegJhCo,local,openthoughts-tblite,0.0,1,0,37,4861,393708,17656,59.16,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,schemelike-metacircular-eval,schemelike-metacircular-eval__r94GNeE,local,terminal-bench,0.0,1,0,27,5929,185975,12086,65.76,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,build-merkle-tree-cli-sha512,build-merkle-tree-cli-sha512__EhFgCuP,local,openthoughts-tblite,1.0,1,1,23,4943,204482,13031,66.95,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,raft-log-repair-concurrent-access,raft-log-repair-concurrent-acces__3K4YvH4,local,openthoughts-tblite,,0,0,13,23701,324932,32718,51.06,1
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,smiles-data-lab,smiles-data-lab__xk2975d,local,openthoughts-tblite,,0,0,0,0,0,0,,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,california-housing-api,california-housing-api__S5yKcFk,local,openthoughts-tblite,0.0,1,0,41,12214,622809,27129,52.57,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,convolutional-layers,convolutional-layers__xxve2fx,local,openthoughts-tblite,0.0,1,0,31,8522,350997,20397,58.06,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,cosign-keyless-signing,cosign-keyless-signing__rPdVS7R,local,openthoughts-tblite,0.0,1,0,40,9280,537160,25043,55.33,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,log-summary,log-summary__MDaCuE4,local,openthoughts-tblite,1.0,1,1,15,2411,43478,4221,77.66,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,schedule-vacation,schedule-vacation__otri2SC,local,openthoughts-tblite,0.0,1,0,20,17165,278983,24013,56.29,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,protein-sequence,protein-sequence__np3NhAX,local,openthoughts-tblite,,0,0,0,0,0,0,,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,build-pmars,build-pmars__5dJBJpt,local,terminal-bench,0.0,1,0,39,4658,435803,20013,58.29,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,ekf-localization,ekf-localization__ycGkyZS,local,openthoughts-tblite,0.0,1,0,17,6089,133531,11495,68.97,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,cryptographic-protocol-verifier,cryptographic-protocol-verifier__zB9xg4n,local,openthoughts-tblite,1.0,1,1,129,12882,2032365,30260,51.71,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,build-pov-ray,build-pov-ray__PpEZzCu,local,terminal-bench,0.0,1,0,18,16921,284406,21099,61.05,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,systemd-log-monitoring,systemd-log-monitoring__p4YYpuJ,local,openthoughts-tblite,0.0,1,0,17,5111,134806,14662,65.46,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,supply-chain-fulfillment,supply-chain-fulfillment__7S2uaf3,local,openthoughts-tblite,,0,0,48,13757,778390,32738,49.38,1
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,hydra-debug-slurm-mode,hydra-debug-slurm-mode__tCSB8GE,local,openthoughts-tblite,,0,0,171,16074,3477137,32697,51.32,1
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,vimscript-vim-quine,vimscript-vim-quine__qWTFx6k,local,openthoughts-tblite,0.0,1,0,14,5908,92080,9169,72.13,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,mlflow-register,mlflow-register__jx59cKV,local,openthoughts-tblite,0.0,1,0,18,3373,130084,11495,66.03,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,git-leak-recovery,git-leak-recovery__cx865aM,local,terminal-bench,1.0,1,1,16,2361,46049,5266,75.28,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,playing-card-recognition,playing-card-recognition__V9P9boh,local,openthoughts-tblite,0.0,1,0,12,1944,33786,4812,76.38,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,headless-terminal,headless-terminal__L8pE4jS,local,terminal-bench,0.0,1,0,19,3096,77814,6786,73.73,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,pandas-etl,pandas-etl__Y7yEyJy,local,openthoughts-tblite,1.0,1,1,11,2013,45977,7302,73.85,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,fix-git,fix-git__YRddqXg,local,terminal-bench,0.0,1,0,22,3355,119059,9473,69.98,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,prove-plus-comm,prove-plus-comm__4D6qtXc,local,terminal-bench,1.0,1,1,12,1745,28925,3901,78.09,0
terminus-2-qwen3-coder-30b-a3b-instruct-gguf-local,terminus-2,Qwen3-Coder-30B-A3B-Instruct,broken-python,broken-python__vkxRRuS,local,openthoughts-tblite,1.0,1,1,18,1917,65104,6753,74.49,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,legal-summary-extraction,legal-summary-extraction__VTgFRWF,local,openthoughts-tblite,,0,0,19,10678,276436,32276,40.96,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,jsonl-aggregator,jsonl-aggregator__5euoiB7,local,openthoughts-tblite,1.0,1,1,5,1815,12407,3629,60.15,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,pypi-server,pypi-server__WyjT6MD,local,terminal-bench,1.0,1,1,8,2483,27639,5006,57.39,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,jq-data-processing,jq-data-processing__DsAzxkL,local,openthoughts-tblite,0.0,1,0,20,6880,160720,14358,48.95,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,cobol-modernization,cobol-modernization__mfdQFvi,local,terminal-bench,0.0,1,0,12,7002,83775,12580,49.64,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,image-tile-identification,image-tile-identification__zqsLhvb,local,openthoughts-tblite,0.0,1,0,17,13062,194261,21134,44.47,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,amuse-install,amuse-install__fzYENdg,local,openthoughts-tblite,1.0,1,1,11,2566,84382,11820,51.27,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,smiles-data-lab,smiles-data-lab__JCzgjzi,local,openthoughts-tblite,,0,0,0,0,0,0,,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,log-summary,log-summary__AbsZJkA,local,openthoughts-tblite,1.0,1,1,6,1994,10683,2694,61.31,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,schedule-vacation,schedule-vacation__fXCdYXL,local,openthoughts-tblite,0.0,1,0,9,10095,110616,19804,44.33,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,protein-sequence,protein-sequence__BSKruo9,local,openthoughts-tblite,,0,0,0,0,0,0,,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,build-pmars,build-pmars__LjAPSek,local,terminal-bench,1.0,1,1,32,6578,373569,21034,40.11,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,ekf-localization,ekf-localization__f6kk8ty,local,openthoughts-tblite,1.0,1,1,7,8093,101882,21496,41.1,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,supply-chain-fulfillment,supply-chain-fulfillment__fRzQeqR,local,openthoughts-tblite,1.0,1,1,14,13282,227508,25494,38.3,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,vimscript-vim-quine,vimscript-vim-quine__qQSLRXK,local,openthoughts-tblite,0.0,1,0,5,4847,22781,6078,57.82,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,mlflow-register,mlflow-register__UCK2xU6,local,openthoughts-tblite,0.0,1,0,16,4354,89243,9670,53.97,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,git-leak-recovery,git-leak-recovery__n3MqpQf,local,terminal-bench,1.0,1,1,10,3257,30030,4572,58.19,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,playing-card-recognition,playing-card-recognition__2bUSLVQ,local,openthoughts-tblite,0.0,1,0,8,8045,96507,20232,43.89,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,headless-terminal,headless-terminal__Uy4bw8K,local,terminal-bench,0.0,1,0,15,8045,110910,15437,47.52,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,pandas-etl,pandas-etl__qYravfr,local,openthoughts-tblite,0.0,1,0,8,7283,43629,9590,51.61,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,fix-git,fix-git__uc7qy7B,local,terminal-bench,0.0,1,0,11,2989,41677,6050,56.53,0
terminus-2-glm-4.7-flash-gguf-local,terminus-2,GLM-4.7-Flash,broken-python,broken-python__J6qzdAR,local,openthoughts-tblite,1.0,1,1,7,1939,14241,3200,61.09,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,pypi-server,pypi-server__TQoxxpE,local,terminal-bench,0.0,1,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,build-pmars,build-pmars__QRRNw5y,local,terminal-bench,0.0,1,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,kv-store-grpc,kv-store-grpc__hLQYfPs,local,terminal-bench,0.0,1,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,git-leak-recovery,git-leak-recovery__nz6Tc78,local,terminal-bench,0.0,1,0,2,282,18272,9205,12.39,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,cobol-modernization,cobol-modernization__nMupiST,local,terminal-bench,0.0,1,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,polyglot-c-py,polyglot-c-py__9NYJS9C,local,terminal-bench,,0,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,code-from-image,code-from-image__nYakgKP,local,terminal-bench,0.0,1,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,winning-avg-corewars,winning-avg-corewars__iNdtbQV,local,terminal-bench,0.0,1,0,4,868,38549,9994,12.49,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,headless-terminal,headless-terminal__qzRnser,local,terminal-bench,0.0,1,0,5,961,47745,9975,12.25,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,schemelike-metacircular-eval,schemelike-metacircular-eval__XNxneug,local,terminal-bench,0.0,1,0,4,1076,38877,10154,12.12,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,build-pov-ray,build-pov-ray__kes94tm,local,terminal-bench,0.0,1,0,5,827,47469,9866,12.26,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,fix-git,fix-git__pGw9deE,local,terminal-bench,0.0,1,0,0,0,0,0,,0
openhands-mistral-small-2409,openhands,Mistral-Small-Instruct-2409,prove-plus-comm,prove-plus-comm__b73q6Pc,local,terminal-bench,0.0,1,0,0,0,0,0,,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,legal-summary-extraction,legal-summary-extraction__io9GaQX,local,openthoughts-tblite,,0,0,25,9155,354615,31965,53.63,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,jsonl-aggregator,jsonl-aggregator__uzw2JKD,local,openthoughts-tblite,1.0,1,1,7,2427,14859,3410,57.56,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,pypi-server,pypi-server__Uf53WFR,local,terminal-bench,1.0,1,1,10,3199,36347,5206,56.97,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,jq-data-processing,jq-data-processing__UgV3oEU,local,openthoughts-tblite,1.0,1,1,13,3758,51459,6104,56.86,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,code-from-image,code-from-image__qRBr6C8,local,terminal-bench,,0,0,30,14568,476147,32618,52.66,1
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,cobol-modernization,cobol-modernization__7VcCGqV,local,terminal-bench,1.0,1,1,16,11186,134603,15283,55.3,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,kv-store-grpc,kv-store-grpc__jMckvGn,local,terminal-bench,1.0,1,1,9,2619,28803,4799,56.98,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,image-tile-identification,image-tile-identification__sPtxg7L,local,openthoughts-tblite,0.0,1,0,26,14401,337307,28453,53.73,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,schemelike-metacircular-eval,schemelike-metacircular-eval__VYoTVTr,local,terminal-bench,,0,0,15,13436,204208,31967,52.02,1
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,build-merkle-tree-cli-sha512,build-merkle-tree-cli-sha512__jFwiJ7D,local,openthoughts-tblite,1.0,1,1,15,19146,287522,29152,53.5,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,raft-log-repair-concurrent-access,raft-log-repair-concurrent-acces__8B6inRb,local,openthoughts-tblite,1.0,1,1,16,24538,350844,31252,52.78,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,smiles-data-lab,smiles-data-lab__N3hWYm5,local,openthoughts-tblite,,0,0,0,0,0,0,,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,california-housing-api,california-housing-api__xEoUtNj,local,openthoughts-tblite,1.0,1,1,14,9955,168654,20570,54.3,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,convolutional-layers,convolutional-layers__M2D7vfo,local,openthoughts-tblite,1.0,1,1,13,13425,251853,29999,52.97,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,cosign-keyless-signing,cosign-keyless-signing__sCytpw2,local,openthoughts-tblite,1.0,1,1,14,9215,159930,18659,54.55,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,log-summary,log-summary__JqKzCXS,local,openthoughts-tblite,1.0,1,1,5,1416,7603,2141,57.78,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,schedule-vacation,schedule-vacation__gNt325r,local,openthoughts-tblite,1.0,1,1,11,5092,74350,12606,55.6,0
terminus-2-qwen3.5-35b-a3b-gguf-local,terminus-2,Qwen3.5-35B-A3B,protein-sequence,protein-sequence__KoADAnu,local,openthoughts-tblite,,0,0,0,0,0,0,,0
